"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"30-Apr-2018","    13818.85","    14094.10","    13810.55","    13986.25","       21148573","         1912.65"
"02-May-2018","    13985.55","    13985.55","    13723.65","    13754.30","       26021447","         2474.53"
"03-May-2018","    13759.45","    13759.45","    13430.75","    13473.95","       32450229","         2758.85"
"04-May-2018","    13488.75","    13488.80","    13302.90","    13453.30","       25701676","         2068.81"
"07-May-2018","    13533.55","    13563.85","    13395.85","    13424.90","       17512282","         1590.51"
"08-May-2018","    13453.95","    13474.25","    13297.20","    13379.65","       20143939","         1713.36"
"09-May-2018","    13397.85","    13538.40","    13390.90","    13453.40","       17101073","         1434.13"
"10-May-2018","    13505.25","    13566.05","    13403.30","    13427.30","       20768761","         1720.44"
"11-May-2018","    13457.90","    13519.15","    13393.30","    13478.60","       16533584","         1344.64"
"14-May-2018","    13480.10","    13495.50","    13358.20","    13446.10","       14878656","         1248.17"
"15-May-2018","    13441.55","    13614.65","    13419.70","    13504.95","       16608752","         1433.69"
"16-May-2018","    13474.05","    13585.15","    13466.60","    13525.60","       15787652","         1222.63"
"17-May-2018","    13606.65","    13625.50","    13461.05","    13504.75","       18503069","         1663.39"
"18-May-2018","    13487.35","    13526.95","    13412.85","    13459.15","       21814306","         1564.34"
"21-May-2018","    13485.45","    13572.15","    13434.10","    13483.85","       19933398","         1872.37"
"22-May-2018","    13453.80","    13530.55","    13420.10","    13484.55","       14848732","         1221.86"
"23-May-2018","    13517.30","    13615.40","    13435.50","    13464.35","       23511265","         1751.62"
"24-May-2018","    13563.65","    13797.95","    13543.65","    13775.65","       30126284","         2363.33"
"25-May-2018","    13854.10","    13963.70","    13715.50","    13762.30","       22081327","         2045.47"
"28-May-2018","    13832.95","    13832.95","    13457.60","    13497.70","       24037272","         2027.14"
"29-May-2018","    13535.45","    13631.30","    13482.05","    13561.05","       17626079","         1482.97"
"30-May-2018","    13548.85","    13627.05","    13480.55","    13557.70","       20572865","         1777.45"
"31-May-2018","    13515.35","    13695.30","    13460.70","    13666.00","       41085827","         3479.70"
"01-Jun-2018","    13694.25","    13785.35","    13528.65","    13558.55","       21876620","         1444.90"
"04-Jun-2018","    13592.40","    13646.55","    13525.20","    13595.10","       19040022","         1166.84"
"05-Jun-2018","    13625.65","    13638.75","    13363.40","    13408.90","       24012688","         1553.97"
"06-Jun-2018","    13460.60","    13554.25","    13355.20","    13528.80","       23453120","         1408.87"
"07-Jun-2018","    13530.55","    13714.20","    13525.35","    13683.75","       24954697","         1523.20"
"08-Jun-2018","    13677.80","    13841.65","    13674.35","    13769.80","       26002064","         1775.96"
"11-Jun-2018","    13807.50","    13869.55","    13755.50","    13775.10","       24377768","         1541.12"
"12-Jun-2018","    13817.70","    13889.45","    13771.35","    13859.85","       27672172","         2257.61"
"13-Jun-2018","    14001.20","    14074.90","    13950.15","    14034.15","       26890892","         2082.19"
"14-Jun-2018","    13980.55","    13984.75","    13784.35","    13825.40","       31330506","         2230.71"
"15-Jun-2018","    13868.50","    14151.75","    13841.60","    14121.50","       45008343","         4108.11"
"18-Jun-2018","    14223.35","    14223.35","    13995.90","    14024.20","       29064786","         2037.28"
"19-Jun-2018","    13987.60","    14028.70","    13835.70","    13849.45","       32753588","         1938.64"
"20-Jun-2018","    13900.85","    13914.95","    13782.15","    13810.90","       24277411","         1688.17"
"21-Jun-2018","    13856.10","    13882.40","    13751.60","    13771.70","       30152844","         1742.56"
"22-Jun-2018","    13792.85","    13844.00","    13724.15","    13777.05","       17748643","         1378.81"
"25-Jun-2018","    13814.00","    13918.05","    13791.00","    13865.20","       18404657","         1565.30"
"26-Jun-2018","    13862.70","    13981.15","    13848.80","    13943.50","       25183925","         1971.52"
"27-Jun-2018","    14005.65","    14143.30","    13966.35","    14018.40","       29335023","         2375.36"
"28-Jun-2018","    14070.90","    14139.65","    13853.10","    13873.80","       42213864","         3313.18"
"29-Jun-2018","    13959.15","    14020.75","    13858.70","    13989.50","       33055615","         2662.60"
"02-Jul-2018","    14024.60","    14086.80","    13977.90","    14072.30","       23453334","         1590.62"
"03-Jul-2018","    14100.80","    14238.90","    14074.85","    14222.55","       24801569","         1926.60"
"04-Jul-2018","    14243.80","    14243.95","    14099.25","    14126.15","       21290467","         1468.69"
"05-Jul-2018","    14180.30","    14184.45","    13898.90","    13970.50","       27464167","         2294.58"
"06-Jul-2018","    14008.15","    14063.25","    13925.55","    14015.90","       26441281","         2313.61"
"09-Jul-2018","    14111.85","    14141.15","    13993.60","    14108.85","       23350288","         2269.13"
"10-Jul-2018","    14275.10","    14299.50","    14174.60","    14222.75","       33207897","         2724.75"
"11-Jul-2018","    14352.15","    14629.50","    14337.55","    14536.45","       56831080","         6990.42"
"12-Jul-2018","    14611.45","    14627.80","    14437.65","    14515.65","       36396847","         3568.53"
"13-Jul-2018","    14559.15","    14654.55","    14462.95","    14534.90","       42977674","         3651.62"
"16-Jul-2018","    14554.25","    14776.00","    14443.00","    14617.05","       36466840","         3748.47"
"17-Jul-2018","    14609.55","    14709.60","    14539.60","    14618.25","       26569892","         2309.03"
"18-Jul-2018","    14695.65","    14762.30","    14568.55","    14631.65","       22265892","         1848.33"
"19-Jul-2018","    14638.10","    14693.45","    14420.00","    14489.85","       29547548","         2477.30"
"20-Jul-2018","    14541.35","    14771.05","    14518.50","    14701.40","       37513621","         2593.28"
"23-Jul-2018","    14726.70","    14726.70","    14571.60","    14683.20","       33488923","         2048.31"
"24-Jul-2018","    14768.85","    14768.90","    14620.95","    14663.90","       22853710","         1737.72"
"25-Jul-2018","    14697.85","    14697.85","    14539.25","    14575.35","       27876290","         2341.01"
"26-Jul-2018","    14510.60","    14559.50","    14423.75","    14468.10","       49322705","         2954.46"
"27-Jul-2018","    14476.45","    14553.80","    14450.15","    14517.90","       23611574","         1725.13"
"30-Jul-2018","    14538.90","    14561.05","    14391.15","    14420.55","       27095207","         1756.96"
"31-Jul-2018","    14432.60","    14617.75","    14386.80","    14587.80","       27251977","         2225.01"
"01-Aug-2018","    14618.65","    14690.60","    14586.55","    14679.35","       19238886","         1587.76"
"02-Aug-2018","    14689.10","    14739.80","    14541.35","    14552.60","       18037721","         1376.21"
"03-Aug-2018","    14632.35","    14663.60","    14588.95","    14649.05","       18568390","         1232.93"
"06-Aug-2018","    14694.70","    14731.10","    14572.90","    14605.55","       14956902","         1234.73"
"07-Aug-2018","    14660.10","    14688.10","    14588.55","    14613.75","       18375389","         1382.92"
"08-Aug-2018","    14650.60","    14663.05","    14534.60","    14608.20","       19261664","         1237.29"
"09-Aug-2018","    14660.55","    14662.45","    14588.95","    14603.35","       19685828","         1439.49"
"10-Aug-2018","    14661.90","    14702.15","    14568.30","    14679.25","       18078155","         1548.04"
"13-Aug-2018","    14697.70","    14902.40","    14683.00","    14880.25","       26331697","         2430.21"
"14-Aug-2018","    14927.40","    15090.90","    14872.95","    15009.25","       25441762","         2272.47"
"16-Aug-2018","    15021.95","    15122.65","    15017.25","    15044.35","       24780738","         2076.49"
"17-Aug-2018","    15059.95","    15143.35","    14982.35","    15126.40","       20667279","         1560.31"
"20-Aug-2018","    15033.65","    15054.10","    14946.55","    14996.10","       24589958","         2171.68"
"21-Aug-2018","    15072.45","    15183.25","    15041.85","    15134.65","       33908364","         2518.60"
"23-Aug-2018","    15195.00","    15361.40","    15185.25","    15321.95","       31146819","         2699.69"
"24-Aug-2018","    15337.90","    15410.20","    15239.35","    15260.05","       25436831","         1823.64"
"27-Aug-2018","    15285.10","    15539.65","    15274.35","    15514.95","       20065648","         1619.87"
"28-Aug-2018","    15546.50","    15641.40","    15528.40","    15583.05","       19466343","         1673.87"
"29-Aug-2018","    15617.00","    15621.90","    15439.45","    15524.95","       17453665","         1547.25"
"30-Aug-2018","    15519.60","    15576.65","    15428.10","    15529.85","       46739804","         2877.12"
"31-Aug-2018","    15575.95","    15833.65","    15567.50","    15811.40","       36217077","         3125.57"
"03-Sep-2018","    16013.05","    16048.25","    15703.00","    15724.70","       49869686","         3264.48"
"04-Sep-2018","    15799.35","    16094.05","    15783.55","    16048.70","       45117210","         3577.66"
"05-Sep-2018","    16088.70","    16124.60","    15976.45","    16039.90","       38993047","         2663.08"
"06-Sep-2018","    16047.95","    16121.50","    15932.65","    16081.65","       32781089","         2324.78"
"07-Sep-2018","    16126.25","    16130.60","    15975.00","    16104.75","       29097046","         1867.34"
"10-Sep-2018","    16150.65","    16229.85","    16085.50","    16105.30","       29956602","         2024.75"
"11-Sep-2018","    16182.00","    16217.75","    15970.10","    15993.15","       32423587","         2772.96"
"12-Sep-2018","    16092.10","    16124.55","    15977.85","    16054.05","       26710771","         1964.88"
"14-Sep-2018","    16046.40","    16104.05","    15843.60","    16072.50","       32561023","         2525.42"
"17-Sep-2018","    16096.40","    16207.50","    16080.75","    16119.80","       22515129","         1904.73"
"18-Sep-2018","    16152.85","    16152.85","    16003.20","    16031.00","       20435865","         1846.39"
"19-Sep-2018","    16092.65","    16115.15","    15982.05","    16063.95","       20373441","         1731.97"
"21-Sep-2018","    16023.65","    16047.20","    15579.95","    15833.50","       56712658","         3610.12"
"24-Sep-2018","    15862.40","    16235.05","    15820.65","    16175.30","       39760654","         2424.39"
"25-Sep-2018","    16207.00","    16360.60","    16081.90","    16234.90","       42199895","         2581.20"
"26-Sep-2018","    16285.75","    16292.30","    15877.90","    15932.45","       44160114","         2279.32"
"27-Sep-2018","    15979.50","    16094.05","    15943.90","    16018.00","       74160242","         3742.82"
"28-Sep-2018","    15932.10","    15972.00","    15734.95","    15838.05","      183715914","         3620.80"
"01-Oct-2018","    15897.10","    16282.05","    15861.50","    16213.60","      135216665","         3067.73"
"03-Oct-2018","    16208.75","    16278.00","    15874.25","    15909.80","       69385750","         2984.50"
"04-Oct-2018","    15835.20","    15835.20","    15403.90","    15441.10","       70098370","         2853.17"
"05-Oct-2018","    15416.90","    15710.00","    15265.65","    15591.65","       44283701","         2342.35"
"08-Oct-2018","    15538.20","    15644.20","    15198.25","    15305.20","       52533348","         2126.98"
"09-Oct-2018","    15305.15","    15429.95","    15137.75","    15369.80","       35164352","         1891.70"
"10-Oct-2018","    15356.30","    15380.85","    15053.30","    15143.20","       32964220","         2170.24"
"11-Oct-2018","    14721.10","    14890.65","    14554.25","    14683.00","       45388816","         2822.29"
"12-Oct-2018","    14701.85","    14721.95","    14408.45","    14539.20","       43233902","         3441.51"
"15-Oct-2018","    14639.50","    14846.95","    14564.30","    14797.20","       31257720","         1858.35"
"16-Oct-2018","    14876.05","    14975.55","    14743.90","    14887.35","       32510210","         2190.62"
"17-Oct-2018","    15031.05","    15190.65","    14903.50","    14949.60","       50083440","         3450.36"
"19-Oct-2018","    14776.45","    14776.45","    14421.65","    14476.85","       50673746","         3253.51"
"22-Oct-2018","    14527.55","    14527.55","    14299.15","    14421.40","       73137494","         2120.33"
"23-Oct-2018","    14318.95","    14406.75","    13977.65","    14014.70","       56646090","         1958.70"
"24-Oct-2018","    14125.50","    14183.55","    13826.30","    14049.15","       36519276","         2247.70"
"25-Oct-2018","    13894.80","    14179.70","    13863.90","    14070.80","       62725558","         2318.76"
"26-Oct-2018","    14057.05","    14070.05","    13769.85","    13798.60","       38506098","         1524.82"
"29-Oct-2018","    13837.65","    14188.00","    13696.50","    14132.65","       31653969","         1635.13"
"30-Oct-2018","    14088.25","    14437.60","    14028.80","    14355.85","       57556185","         2220.89"
"31-Oct-2018","    14428.70","    14994.85","    14376.75","    14940.10","       56390415","         3208.14"
"01-Nov-2018","    14991.60","    14991.60","    14541.20","    14622.00","       41081207","         1896.80"
"02-Nov-2018","    14639.05","    14780.10","    14356.10","    14396.70","       70436201","         1979.84"
"05-Nov-2018","    14377.50","    14534.05","    14345.25","    14471.75","       48190914","         1580.31"
"06-Nov-2018","    14499.80","    14660.15","    14468.25","    14577.30","       43542715","         1441.60"
"07-Nov-2018","    14654.25","    14698.95","    14645.05","    14674.45","       34924680","          286.20"
"09-Nov-2018","    14793.75","    14796.90","    14483.35","    14553.25","      112060387","         2570.36"
"12-Nov-2018","    14604.95","    14821.55","    14565.05","    14650.50","       98145750","         2357.16"
"13-Nov-2018","    14637.25","    14780.00","    14561.55","    14698.20","       48659834","         1489.31"
"14-Nov-2018","    14662.30","    14662.80","    14236.70","    14338.45","       63478110","         1870.96"
"15-Nov-2018","    14315.45","    14573.10","    14264.60","    14354.15","       43775186","         1619.13"
"16-Nov-2018","    14426.70","    14504.50","    14356.65","    14473.15","       58652863","         2038.39"
"19-Nov-2018","    14544.80","    14618.25","    14433.20","    14599.75","       53935954","         1557.61"
"20-Nov-2018","    14575.25","    14575.25","    14262.30","    14285.05","       45487048","         1366.59"
"21-Nov-2018","    14244.75","    14245.05","    13827.15","    13879.15","       46550497","         2427.16"
"22-Nov-2018","    13955.00","    14109.45","    13819.70","    13835.70","       37088426","         1927.98"
"26-Nov-2018","    13836.95","    14083.70","    13581.35","    14025.40","       47715485","         2718.47"
"27-Nov-2018","    14057.90","    14265.25","    14000.40","    14225.35","       37834150","         2299.73"
"28-Nov-2018","    14266.75","    14658.90","    14250.90","    14632.90","       57816831","         3218.15"
"29-Nov-2018","    14726.75","    14732.65","    14433.05","    14465.25","       63005396","         2580.88"
"30-Nov-2018","    14494.70","    14710.80","    14494.60","    14638.05","       50352789","         2786.27"
"03-Dec-2018","    14728.45","    14790.80","    14630.75","    14740.40","       45634980","         1664.14"
"04-Dec-2018","    14757.45","    15015.10","    14728.20","    14999.90","       50807357","         2259.11"
"05-Dec-2018","    14932.45","    15062.40","    14788.75","    15012.95","       38989529","         1877.15"
"06-Dec-2018","    14936.60","    15064.25","    14664.30","    14693.75","       36694749","         2078.56"
"07-Dec-2018","    14686.80","    14700.05","    14461.95","    14662.90","       39878132","         2295.03"
"10-Dec-2018","    14486.00","    14723.70","    14369.50","    14419.20","       39398373","         1574.05"
"11-Dec-2018","    14385.35","    14684.45","    14307.30","    14579.60","       48447503","         2128.33"
"12-Dec-2018","    14640.15","    14756.50","    14521.20","    14738.55","       46035249","         1685.45"
"13-Dec-2018","    14782.35","    14908.90","    14652.00","    14840.95","       62800061","         2150.10"
"14-Dec-2018","    14810.40","    14913.80","    14741.70","    14851.40","       41390824","         2004.91"
"17-Dec-2018","    14931.05","    14931.05","    14801.15","    14873.05","       36335815","         1309.69"
"18-Dec-2018","    14776.45","    14809.55","    14662.10","    14730.90","       46936075","         1753.47"
"19-Dec-2018","    14686.05","    14698.90","    14463.75","    14591.80","       36208238","         2076.74"
"20-Dec-2018","    14468.40","    14621.80","    14461.30","    14542.15","       35736127","         1857.74"
"21-Dec-2018","    14493.75","    14505.50","    14171.95","    14207.85","       61833131","         2899.13"
"24-Dec-2018","    14296.80","    14371.75","    14197.10","    14247.75","       30554691","         1491.18"
"26-Dec-2018","    14229.20","    14229.20","    14018.40","    14158.90","       33373773","         1463.91"
"27-Dec-2018","    14300.95","    14460.70","    14273.85","    14354.50","       46967544","         2991.51"
"28-Dec-2018","    14409.60","    14451.70","    14368.70","    14385.80","       24562333","         1228.75"
"31-Dec-2018","    14458.50","    14481.40","    14394.55","    14440.30","       18437992","          995.37"
