"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"18-Feb-2015","    12511.05","    12647.70","    12442.70","    12632.75","       20825161","         2047.40"
"19-Feb-2015","    12629.05","    12737.10","    12628.75","    12723.80","       15057455","         1695.00"
"20-Feb-2015","    12750.00","    12750.00","    12550.75","    12571.95","       11383919","         1224.84"
"23-Feb-2015","    12607.35","    12709.90","    12475.90","    12531.30","       19847310","         1376.61"
"24-Feb-2015","    12572.25","    12644.10","    12514.65","    12566.20","       14110110","         1417.36"
"25-Feb-2015","    12621.55","    12719.90","    12600.05","    12633.35","       13377354","         1272.08"
"26-Feb-2015","    12623.80","    12633.15","    12429.50","    12458.50","       23693036","         1788.19"
"27-Feb-2015","    12511.25","    12578.10","    12434.65","    12554.95","       39838312","         2093.36"
"28-Feb-2015","    12612.05","    12700.05","    12493.95","    12659.80","       29800058","         1171.82"
"02-Mar-2015","    12700.60","    12719.05","    12586.15","    12663.70","       15906080","         1532.08"
"03-Mar-2015","    12687.25","    12871.15","    12635.50","    12855.90","       20847787","         1971.35"
"04-Mar-2015","    12885.75","    12908.10","    12630.55","    12730.60","       15783902","         1876.48"
"05-Mar-2015","    12719.10","    12832.30","    12615.45","    12665.50","       12712799","         1515.19"
"09-Mar-2015","    12599.80","    12599.80","    12372.45","    12422.25","       15075030","         1905.66"
"10-Mar-2015","    12404.35","    12462.80","    12307.10","    12405.05","       15020359","         1745.18"
"11-Mar-2015","    12414.70","    12585.55","    12298.50","    12352.35","       18633646","         2194.95"
"12-Mar-2015","    12377.20","    12442.40","    12329.25","    12423.65","       12590586","         1640.73"
"13-Mar-2015","    12478.55","    12478.55","    12248.45","    12312.15","       17452417","         1612.33"
"16-Mar-2015","    12308.95","    12477.45","    12297.20","    12419.05","       14394029","         1738.12"
"17-Mar-2015","    12459.60","    12498.85","    12300.85","    12383.15","       15605123","         1824.59"
"18-Mar-2015","    12434.25","    12448.45","    12256.55","    12276.10","       18361292","         2939.15"
"19-Mar-2015","    12298.25","    12356.65","    12253.10","    12275.20","       22006335","         2162.42"
"20-Mar-2015","    12306.60","    12392.85","    12274.35","    12363.50","       22332970","         1817.41"
"23-Mar-2015","    12364.30","    12443.25","    12217.75","    12244.45","       15526314","         1299.41"
"24-Mar-2015","    12266.20","    12345.05","    12154.45","    12180.00","       18635698","         1583.87"
"25-Mar-2015","    12214.55","    12256.40","    12135.50","    12225.60","       20385357","         1618.62"
"26-Mar-2015","    12168.30","    12204.45","    11865.85","    11902.10","       24114701","         2285.52"
"27-Mar-2015","    11978.05","    12146.90","    11926.95","    11968.50","       25148358","         2022.94"
"30-Mar-2015","    12010.65","    12127.60","    11971.40","    12100.85","       19114043","         1545.41"
"31-Mar-2015","    12159.05","    12206.80","    12005.20","    12083.00","       20925080","         1575.60"
"01-Apr-2015","    11997.45","    12008.55","    11880.15","    11952.20","       22785639","         1808.49"
"06-Apr-2015","    11970.20","    11997.30","    11872.65","    11969.25","       22313207","         1791.39"
"07-Apr-2015","    11999.25","    12062.25","    11881.50","    11989.35","       18185399","         1551.45"
"08-Apr-2015","    12072.20","    12249.10","    12060.25","    12214.30","       22589842","         1827.59"
"09-Apr-2015","    12296.75","    12323.70","    12171.15","    12279.40","       16386979","         1614.52"
"10-Apr-2015","    12249.05","    12335.75","    12244.20","    12294.75","       16529907","         1291.29"
"13-Apr-2015","    12329.10","    12349.45","    12222.90","    12333.80","       16440526","         1038.72"
"15-Apr-2015","    12335.15","    12369.40","    12121.55","    12154.55","       20643272","         1514.60"
"16-Apr-2015","    12187.55","    12198.05","    11947.05","    12059.00","       29861650","         1837.11"
"17-Apr-2015","    11972.35","    11972.35","    11758.75","    11803.05","       25776375","         2308.63"
"20-Apr-2015","    11805.50","    11815.70","    11538.85","    11562.20","       19374740","         1785.84"
"21-Apr-2015","    11472.60","    11602.80","    11415.00","    11558.40","       28704508","         2155.16"
"22-Apr-2015","    11552.50","    11552.50","    11345.10","    11492.00","       29316560","         2475.39"
"23-Apr-2015","    11571.05","    11572.05","    11410.40","    11451.55","       22676328","         2146.94"
"24-Apr-2015","    11474.40","    11523.00","    11077.30","    11132.25","       33250761","         3685.16"
"27-Apr-2015","    11166.40","    11170.50","    10941.75","    11097.90","       25778777","         2148.64"
"28-Apr-2015","    11097.20","    11097.20","    10979.20","    11052.95","       21748906","         1830.24"
"29-Apr-2015","    11039.00","    11150.55","    10954.00","    11094.40","       21642220","         1543.63"
"30-Apr-2015","    11056.50","    11056.50","    10916.65","    11001.05","       44619697","         2474.25"
"04-May-2015","    11087.50","    11217.20","    11044.25","    11191.45","       24105159","         1583.03"
"05-May-2015","    11252.30","    11264.35","    11115.50","    11170.25","       23245719","         1664.94"
"06-May-2015","    11186.35","    11191.70","    10921.75","    10938.85","       21427168","         1794.39"
"07-May-2015","    10934.80","    11172.15","    10900.90","    11127.75","       20232917","         1444.40"
"08-May-2015","    11209.15","    11268.60","    11134.20","    11172.05","       14833619","         1240.63"
"11-May-2015","    11225.15","    11351.05","    11184.65","    11324.55","       16210415","         1373.33"
"12-May-2015","    11337.70","    11337.70","    11101.25","    11118.45","       15553985","         1322.44"
"13-May-2015","    11168.70","    11225.55","    11040.55","    11170.50","       15567676","         1259.48"
"14-May-2015","    11185.60","    11185.60","    11021.85","    11093.60","       11405303","          932.87"
"15-May-2015","    11109.70","    11208.20","    11099.20","    11171.90","       13739827","         1018.80"
"18-May-2015","    11200.40","    11294.45","    11147.15","    11279.45","       15340671","         1432.31"
"19-May-2015","    11264.80","    11425.15","    11260.20","    11372.20","       18508134","         1543.78"
"20-May-2015","    11438.70","    11583.05","    11438.70","    11571.70","       16636054","         1384.21"
"21-May-2015","    11589.00","    11638.10","    11572.60","    11618.60","       14274561","         1375.19"
"22-May-2015","    11584.70","    11745.75","    11562.50","    11728.40","       15469572","         1465.39"
"25-May-2015","    11740.75","    11784.35","    11602.10","    11623.35","       12204690","          965.65"
"26-May-2015","    11608.75","    11649.70","    11562.05","    11581.90","       11485852","          986.26"
"27-May-2015","    11481.45","    11481.45","    11338.05","    11367.50","       34196705","         2348.01"
"28-May-2015","    11368.00","    11483.75","    11321.65","    11450.85","       25687562","         2189.98"
"29-May-2015","    11443.10","    11647.05","    11411.15","    11575.05","       21994515","         2683.79"
"01-Jun-2015","    11561.90","    11629.55","    11496.05","    11525.65","        6488920","          763.19"
"02-Jun-2015","    11523.85","    11563.95","    11326.70","    11347.90","        8320203","         1130.13"
"03-Jun-2015","    11383.10","    11421.55","    11299.75","    11361.10","       10771997","         1126.33"
"04-Jun-2015","    11375.85","    11455.90","    11331.85","    11379.20","       10994711","         1416.29"
"05-Jun-2015","    11376.45","    11444.00","    11282.30","    11291.55","        9222361","         1143.12"
"08-Jun-2015","    11302.75","    11303.60","    11196.50","    11238.60","        7174359","          875.88"
"09-Jun-2015","    11235.30","    11254.45","    11114.30","    11142.95","        9772047","         1145.75"
"10-Jun-2015","    11145.40","    11423.75","    11136.40","    11401.70","       10375358","         1241.37"
"11-Jun-2015","    11420.00","    11444.75","    11213.40","    11227.15","        9863136","         1184.66"
"12-Jun-2015","    11222.80","    11267.00","    10930.45","    11049.35","       10397130","         1296.60"
"15-Jun-2015","    11022.70","    11170.05","    10933.40","    11093.85","        7860544","          847.60"
"16-Jun-2015","    11111.80","    11135.25","    11046.00","    11119.20","        7153751","          686.62"
"17-Jun-2015","    11181.90","    11221.15","    11114.35","    11143.50","        9431119","          968.49"
"18-Jun-2015","    11191.75","    11259.15","    11164.10","    11215.35","        9612244","          907.68"
"19-Jun-2015","    11260.90","    11353.25","    11222.25","    11243.65","       14338486","         1252.65"
"22-Jun-2015","    11266.90","    11446.80","    11260.95","    11429.80","        8220207","          760.04"
"23-Jun-2015","    11473.00","    11479.60","    11327.20","    11341.15","        7753653","          775.82"
"24-Jun-2015","    11400.35","    11409.75","    11324.35","    11353.75","       11817301","         1064.52"
"25-Jun-2015","    11332.45","    11332.70","    11188.55","    11210.40","       14616477","         1278.97"
"26-Jun-2015","    11238.80","    11388.45","    11238.80","    11362.55","        9837711","          892.03"
"29-Jun-2015","    11181.25","    11230.20","    10998.20","    11133.65","       17798757","         1267.30"
"30-Jun-2015","    11101.60","    11144.20","    11016.75","    11037.40","       20432617","         1445.68"
"01-Jul-2015","    11053.65","    11239.75","    11053.65","    11213.60","       11203755","          947.64"
"02-Jul-2015","    11246.50","    11247.50","    11161.30","    11187.25","        7915388","          735.47"
"03-Jul-2015","    11162.90","    11214.65","    11135.00","    11198.65","        6793457","          574.51"
"06-Jul-2015","    11079.20","    11239.00","    11072.55","    11209.60","        7684659","          679.44"
"07-Jul-2015","    11216.55","    11264.55","    11126.20","    11143.85","        8057280","          752.46"
"08-Jul-2015","    11079.95","    11143.90","    10980.05","    11021.80","       10958051","         1074.27"
"09-Jul-2015","    11043.65","    11065.40","    10808.35","    10828.70","       11055212","         1229.98"
"10-Jul-2015","    10950.25","    10950.25","    10759.85","    10798.25","       12483008","         1694.45"
"13-Jul-2015","    10840.65","    11011.65","    10840.65","    10998.85","        9446174","          947.51"
"14-Jul-2015","    11024.40","    11067.55","    10945.05","    11043.85","        7884734","          775.63"
"15-Jul-2015","    11050.50","    11165.50","    11050.50","    11150.25","        8269479","          822.34"
"16-Jul-2015","    11191.15","    11218.75","    11123.15","    11191.60","        8500008","          789.05"
"17-Jul-2015","    11239.70","    11306.40","    11227.40","    11269.20","       10570702","          876.07"
"20-Jul-2015","    11270.40","    11307.90","    11197.85","    11266.95","        8618661","          764.73"
"21-Jul-2015","    11366.60","    11798.20","    11366.60","    11655.45","       27720978","         2837.60"
"22-Jul-2015","    11647.50","    11687.20","    11509.15","    11643.75","       11766775","         1206.52"
"23-Jul-2015","    11640.65","    11719.05","    11537.70","    11558.70","       11732414","         1157.19"
"24-Jul-2015","    11568.85","    11588.90","    11452.25","    11464.15","        9525365","          880.71"
"27-Jul-2015","    11437.55","    11438.00","    11342.50","    11362.45","       12162185","         1144.41"
"28-Jul-2015","    11378.80","    11432.45","    11283.70","    11306.25","       15300982","         1325.79"
"29-Jul-2015","    11369.45","    11494.85","    11330.65","    11470.70","       10386211","         1100.63"
"30-Jul-2015","    11530.30","    11539.45","    11365.05","    11394.55","       17524742","         1662.37"
"31-Jul-2015","    11434.90","    11622.20","    11434.90","    11594.15","       10516985","         1126.64"
"03-Aug-2015","    11490.60","    11572.60","    11441.50","    11466.40","       10341354","         1101.20"
"04-Aug-2015","    11480.70","    11489.15","    11379.15","    11415.55","       11885605","         1251.43"
"05-Aug-2015","    11470.20","    11632.20","    11460.00","    11618.00","        8826022","          819.15"
"06-Aug-2015","    11698.90","    11739.10","    11576.25","    11616.50","        9179852","         1020.63"
"07-Aug-2015","    11604.45","    11663.60","    11580.35","    11597.05","        7127683","          777.24"
"10-Aug-2015","    11623.10","    11696.85","    11500.40","    11573.90","        5893113","          681.00"
"11-Aug-2015","    11637.25","    11740.85","    11605.90","    11711.15","        9042485","         1010.53"
"12-Aug-2015","    11731.70","    12026.05","    11731.70","    12006.80","       14684514","         1619.26"
"13-Aug-2015","    12029.50","    12092.05","    11916.30","    11956.10","       11503549","         1182.66"
"14-Aug-2015","    11968.30","    12129.00","    11961.10","    12048.45","        8163202","          929.74"
"17-Aug-2015","    12057.65","    12058.05","    11920.25","    12001.75","        5813559","          564.93"
"18-Aug-2015","    12068.35","    12250.10","    12060.15","    12159.40","        8733323","          953.31"
"19-Aug-2015","    12215.55","    12314.40","    12165.40","    12249.10","        9509622","         1061.09"
"20-Aug-2015","    12269.50","    12269.50","    11969.30","    11985.25","       11525076","         1259.29"
"21-Aug-2015","    12009.80","    12102.80","    11825.05","    12032.30","       13519573","         1614.27"
"24-Aug-2015","    11750.45","    11797.95","    11393.00","    11455.15","       18489060","         2057.71"
"25-Aug-2015","    11524.85","    11615.50","    11140.80","    11376.75","       18912332","         1965.89"
"26-Aug-2015","    11395.50","    11548.85","    11172.20","    11284.10","       15743530","         1644.38"
"27-Aug-2015","    11438.70","    11476.80","    11351.05","    11396.90","       19464261","         2178.59"
"28-Aug-2015","    11545.30","    11645.05","    11534.85","    11588.25","       10260637","         1155.00"
"31-Aug-2015","    11691.65","    11691.65","    11537.65","    11605.70","       14353599","         1621.25"
"01-Sep-2015","    11563.55","    11712.50","    11391.70","    11476.45","       10913875","         1254.33"
"02-Sep-2015","    11563.95","    11752.10","    11510.90","    11604.70","       13877743","         1579.62"
"03-Sep-2015","    11679.50","    11722.80","    11565.10","    11672.85","       10152727","         1118.42"
"04-Sep-2015","    11689.80","    11695.80","    11392.95","    11413.60","       10137864","         1099.78"
"07-Sep-2015","    11445.35","    11451.10","    11264.70","    11318.30","        7491038","          788.81"
"08-Sep-2015","    11331.65","    11452.95","    11279.20","    11390.10","        7477071","          810.20"
"09-Sep-2015","    11554.45","    11604.15","    11446.35","    11504.90","        9610428","         1065.03"
"10-Sep-2015","    11439.45","    11468.95","    11292.20","    11396.95","       10971745","         1205.75"
"11-Sep-2015","    11445.65","    11519.75","    11381.35","    11432.25","        9739475","         1049.28"
"14-Sep-2015","    11482.40","    11527.75","    11405.35","    11520.30","       11970821","         1156.90"
"15-Sep-2015","    11524.40","    11545.30","    11475.25","    11536.35","        8281022","          847.96"
"16-Sep-2015","    11614.70","    11659.00","    11563.75","    11606.65","        9333693","          998.19"
"18-Sep-2015","    11694.95","    11801.90","    11666.85","    11726.70","       14942207","         1535.30"
"21-Sep-2015","    11659.85","    11752.85","    11643.25","    11724.05","        7953850","          764.14"
"22-Sep-2015","    11790.50","    11941.80","    11615.70","    11705.55","       13419167","         1395.84"
"23-Sep-2015","    11659.90","    11753.60","    11586.90","    11694.00","        7367175","          769.07"
"24-Sep-2015","    11710.75","    11971.65","    11677.70","    11954.10","       14445662","         1671.74"
"28-Sep-2015","    11989.30","    12008.00","    11819.20","    11841.05","       10087911","         1162.94"
"29-Sep-2015","    11768.65","    11963.20","    11749.25","    11863.95","       11648411","         1362.24"
"30-Sep-2015","    12010.75","    12055.80","    11904.05","    12032.10","       13509491","         1510.96"
"01-Oct-2015","    11877.85","    11998.70","    11769.50","    11867.85","       26288267","         2590.68"
"05-Oct-2015","    11867.45","    12057.10","    11867.45","    12002.10","       16800233","         1910.38"
"06-Oct-2015","    12057.45","    12077.95","    11865.25","    11889.90","       13524583","         1617.52"
"07-Oct-2015","    11878.35","    11904.50","    11660.70","    11683.45","       15333772","         1579.64"
"08-Oct-2015","    11753.85","    11802.15","    11625.65","    11669.70","       17897751","         1808.68"
"09-Oct-2015","    11734.30","    11827.50","    11676.15","    11807.55","       15125896","         1633.48"
"12-Oct-2015","    11972.10","    12019.05","    11571.75","    11630.65","       21238152","         2445.63"
"13-Oct-2015","    11595.85","    11603.90","    11452.30","    11522.60","       16373500","         2106.96"
"14-Oct-2015","    11435.30","    11479.40","    11347.65","    11362.90","       12980966","         1874.27"
"15-Oct-2015","    11407.55","    11411.40","    11310.45","    11338.35","       11632842","         1299.51"
"16-Oct-2015","    11392.55","    11402.50","    11301.10","    11337.80","       10989166","         1176.96"
"19-Oct-2015","    11360.40","    11469.20","    11305.85","    11432.15","       13238516","         1417.84"
"20-Oct-2015","    11465.05","    11539.25","    11436.65","    11529.60","       11787811","         1304.98"
"21-Oct-2015","    11552.60","    11583.45","    11501.05","    11549.05","        9019619","          981.49"
"23-Oct-2015","    11588.00","    11588.20","    11494.15","    11552.00","        9686270","         1032.53"
"26-Oct-2015","    11597.90","    11612.70","    11537.10","    11576.35","        7032459","          742.13"
"27-Oct-2015","    11570.30","    11601.25","    11533.05","    11583.55","        9938684","          976.16"
"28-Oct-2015","    11546.05","    11664.95","    11537.30","    11643.30","        9103066","          902.35"
"29-Oct-2015","    11644.05","    11644.05","    11523.95","    11548.15","       15019766","         1548.69"
"30-Oct-2015","    11549.75","    11559.35","    11467.90","    11486.90","        9332157","          930.22"
"02-Nov-2015","    11497.95","    11560.60","    11428.10","    11546.25","        8710084","          815.06"
"03-Nov-2015","    11576.00","    11627.85","    11565.00","    11618.40","        7567658","          754.86"
"04-Nov-2015","    11680.15","    11688.65","    11535.95","    11551.60","        9660090","          830.63"
"05-Nov-2015","    11573.10","    11573.10","    11397.50","    11414.45","        6980714","          708.89"
"06-Nov-2015","    11424.20","    11515.65","    11422.95","    11485.45","        6480847","          642.64"
"09-Nov-2015","    11364.55","    11427.95","    11320.95","    11412.15","       10126396","         1009.20"
"10-Nov-2015","    11385.70","    11387.85","    11191.90","    11214.20","        6966686","          736.92"
"11-Nov-2015","    11305.20","    11312.30","    11230.40","    11249.70","         795240","           82.72"
"13-Nov-2015","    11110.75","    11176.75","    11027.10","    11102.45","        6927725","          808.56"
"16-Nov-2015","    11011.50","    11061.60","    10911.10","    11003.80","        8864946","          917.27"
"17-Nov-2015","    11032.45","    11052.40","    10974.55","    11035.10","       10917373","         1076.88"
"18-Nov-2015","    10967.75","    10969.50","    10799.00","    10836.70","       10167296","         1012.92"
"19-Nov-2015","    10910.50","    11059.85","    10893.75","    11032.90","        9850813","         1008.63"
"20-Nov-2015","    11045.65","    11195.75","    11036.90","    11118.85","       10781657","         1071.38"
"23-Nov-2015","    11126.25","    11189.50","    11084.35","    11121.20","        8727231","          851.30"
"24-Nov-2015","    11096.40","    11122.05","    11036.05","    11057.35","        7784549","          750.17"
"26-Nov-2015","    11048.40","    11129.25","    11013.90","    11042.95","       15045631","         1492.54"
"27-Nov-2015","    11064.60","    11136.40","    11031.45","    11122.90","        7402279","          769.30"
"30-Nov-2015","    11147.85","    11279.65","    11083.60","    11206.00","       21067524","         2154.87"
"01-Dec-2015","    11216.95","    11293.20","    11216.95","    11256.30","        9112940","          927.10"
"02-Dec-2015","    11298.90","    11298.90","    11134.90","    11149.60","        7524996","          808.63"
"03-Dec-2015","    11149.30","    11153.70","    11067.55","    11081.90","        9384540","          979.29"
"04-Dec-2015","    11034.65","    11037.95","    10940.30","    10969.05","       10062731","          975.55"
"07-Dec-2015","    11009.50","    11054.00","    10943.85","    10998.65","        8477753","          810.86"
"08-Dec-2015","    10989.20","    11109.30","    10946.00","    10981.85","        8486760","          825.67"
"09-Dec-2015","    10978.25","    11027.30","    10916.25","    10930.05","       11006038","         1352.40"
"10-Dec-2015","    10971.55","    11073.15","    10931.15","    11055.50","        7908231","          832.66"
"11-Dec-2015","    11086.55","    11086.55","    11015.60","    11043.05","        8502528","          901.96"
"14-Dec-2015","    10940.75","    11124.90","    10940.75","    11099.70","        7044052","          828.05"
"15-Dec-2015","    11139.55","    11139.55","    11044.35","    11058.25","        9065922","          815.40"
"16-Dec-2015","    11081.75","    11187.85","    11081.75","    11144.90","        8751937","          849.05"
"17-Dec-2015","    11182.95","    11293.05","    11122.45","    11275.15","        9556916","          909.72"
"18-Dec-2015","    11227.15","    11227.15","    11094.80","    11122.50","       11781399","         1222.45"
"21-Dec-2015","    11096.40","    11232.50","    11067.20","    11224.75","        6043899","          641.56"
"22-Dec-2015","    11201.80","    11201.80","    11081.15","    11095.45","        5998230","          636.63"
"23-Dec-2015","    11163.80","    11206.40","    11130.65","    11195.65","        4638075","          456.29"
"24-Dec-2015","    11193.25","    11197.50","    11152.85","    11184.90","        2927864","          318.27"
"28-Dec-2015","    11152.70","    11303.05","    11146.85","    11271.80","        8055590","         1001.90"
"29-Dec-2015","    11257.05","    11287.50","    11206.60","    11253.45","        6024174","          662.62"
"30-Dec-2015","    11247.35","    11263.60","    11100.10","    11117.60","        6564991","          707.19"
"31-Dec-2015","    11113.00","    11233.85","    11113.00","    11212.55","        8197040","          859.05"
