"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"03-Jun-2019","    16159.50","    16391.00","    16082.80","    16360.55","       28151209","         2085.29"
"04-Jun-2019","    16276.80","    16285.85","    16072.90","    16105.20","       35764516","         2294.56"
"06-Jun-2019","    16155.80","    16159.75","    15991.40","    16012.10","       31264718","         2276.80"
"07-Jun-2019","    16042.30","    16155.05","    15972.75","    16109.85","       29098049","         1474.48"
"10-Jun-2019","    16176.85","    16381.65","    16152.20","    16362.40","       24741844","         1540.38"
"11-Jun-2019","    16406.25","    16488.65","    16380.50","    16448.10","       30617086","         2001.59"
"12-Jun-2019","    16441.75","    16446.95","    16283.65","    16425.95","       29518108","         1974.22"
"13-Jun-2019","    16340.05","    16421.80","    16282.65","    16316.60","       24126342","         1762.19"
"14-Jun-2019","    16326.70","    16336.10","    16239.20","    16268.20","       26301593","         1596.98"
"17-Jun-2019","    16285.00","    16313.55","    16190.90","    16228.20","       21959319","         1109.81"
"18-Jun-2019","    16215.70","    16352.40","    16212.30","    16322.50","       31939866","         1484.82"
"19-Jun-2019","    16358.75","    16391.50","    16215.95","    16282.70","       29330912","         1498.99"
"20-Jun-2019","    16039.00","    16338.75","    15994.95","    16316.90","       33530558","         1839.08"
"21-Jun-2019","    16343.35","    16358.95","    16154.85","    16189.40","       44927711","         3091.21"
"24-Jun-2019","    16202.40","    16231.60","    16142.40","    16187.40","       16349337","         1110.19"
"25-Jun-2019","    16158.80","    16252.95","    16050.60","    16214.45","       19774495","         1105.27"
"26-Jun-2019","    16152.70","    16255.20","    16079.20","    16101.70","-","-"
"27-Jun-2019","    16096.20","    16129.40","    15946.65","    15991.80","       41146293","         2572.62"
"28-Jun-2019","    16069.90","    16085.40","    15904.80","    15936.45","       37902286","         1738.31"
"01-Jul-2019","    15982.70","    16023.55","    15893.55","    15916.70","       16679967","         1326.11"
"02-Jul-2019","    15952.90","    16096.95","    15886.45","    16074.10","       16987207","         1325.34"
"03-Jul-2019","    16091.10","    16097.15","    15906.40","    15927.65","       16757982","         1228.16"
"04-Jul-2019","    15901.45","    15992.60","    15896.90","    15942.40","       12823195","          975.14"
"05-Jul-2019","    15960.85","    15979.45","    15520.00","    15550.05","       20473922","         1815.96"
"08-Jul-2019","    15410.85","    15480.15","    15317.40","    15376.00","       26980287","         2171.23"
"09-Jul-2019","    15381.35","    15434.00","    15123.60","    15254.50","       23588410","         2235.38"
"10-Jul-2019","    15077.00","    15322.75","    15045.10","    15168.60","       23946977","         2479.96"
"11-Jul-2019","    15256.55","    15258.35","    15060.90","    15214.25","       20376482","         1611.96"
"12-Jul-2019","    15227.60","    15293.35","    15186.10","    15227.40","       24358006","         1667.36"
"15-Jul-2019","    15516.25","    15697.45","    15406.25","    15662.05","       44809100","         3590.40"
"16-Jul-2019","    15608.75","    15630.60","    15532.30","    15580.45","       25114991","         1971.09"
"17-Jul-2019","    15602.70","    15708.80","    15508.95","    15675.95","       31073297","         2317.20"
"18-Jul-2019","    15554.90","    15636.85","    15455.05","    15498.45","       51334929","         3196.92"
"19-Jul-2019","    15520.70","    15611.60","    15363.05","    15383.65","       24071564","         1841.28"
"22-Jul-2019","    15387.45","    15494.05","    15334.60","    15448.25","       21199392","         1587.46"
"23-Jul-2019","    15497.55","    15645.70","    15467.70","    15493.40","       26632051","         2297.48"
"24-Jul-2019","    15465.80","    15531.85","    15332.85","    15380.75","       20116466","         1691.80"
"25-Jul-2019","    15383.15","    15510.60","    15343.05","    15474.65","       28335619","         2244.21"
"26-Jul-2019","    15442.50","    15461.65","    15265.35","    15348.05","       17995198","         1342.96"
"29-Jul-2019","    15365.10","    15528.10","    15297.00","    15400.85","       17712106","         1385.39"
"30-Jul-2019","    15409.45","    15527.50","    15361.45","    15501.65","       24391431","         2007.89"
"31-Jul-2019","    15437.60","    15649.15","    15303.70","    15620.20","       30797834","         2375.50"
"01-Aug-2019","    15576.95","    15593.55","    15277.75","    15332.10","       39775850","         2412.60"
"02-Aug-2019","    15277.65","    15461.05","    15208.80","    15422.10","       25330329","         1990.95"
"05-Aug-2019","    15349.70","    15544.90","    15312.55","    15518.55","       26873535","         2040.86"
"06-Aug-2019","    15479.20","    15636.50","    15434.25","    15514.80","       29684463","         2245.01"
"07-Aug-2019","    15591.15","    15730.70","    15522.85","    15583.35","       21314090","         1700.24"
"08-Aug-2019","    15677.45","    15919.20","    15654.45","    15867.95","       26614771","         2207.80"
"09-Aug-2019","    15898.00","    15945.40","    15785.75","    15821.35","       32476723","         1607.22"
"13-Aug-2019","    15809.25","    15822.40","    15379.60","    15424.40","       18332921","         1498.48"
"14-Aug-2019","    15467.35","    15518.45","    15298.50","    15466.25","       20443965","         1493.56"
"16-Aug-2019","    15547.40","    15552.70","    15238.55","    15365.35","       21253923","         1861.03"
"19-Aug-2019","    15420.05","    15514.90","    15396.00","    15415.15","       13489446","          986.72"
"20-Aug-2019","    15503.80","    15691.65","    15467.35","    15597.75","       27155209","         1957.88"
"21-Aug-2019","    15598.50","    15680.05","    15562.00","    15578.15","       17085453","         1255.89"
"22-Aug-2019","    15581.50","    15703.15","    15478.80","    15632.00","       18016274","         1476.71"
"23-Aug-2019","    15647.65","    15872.85","    15639.40","    15816.60","       27917993","         2192.84"
"26-Aug-2019","    15825.25","    15922.55","    15628.10","    15890.20","       16822219","         1436.38"
"27-Aug-2019","    15817.30","    15833.55","    15631.50","    15675.30","       34222065","         2969.42"
"28-Aug-2019","    15704.10","    15898.00","    15703.10","    15879.90","       20178247","         1718.96"
"29-Aug-2019","    15774.65","    15943.30","    15754.90","    15884.55","       20870908","         1691.82"
"30-Aug-2019","    15893.90","    16039.25","    15734.20","    16010.40","       25878941","         2182.07"
"03-Sep-2019","    16027.10","    16189.45","    15935.90","    15984.85","       20910676","         1837.72"
"04-Sep-2019","    15985.75","    16090.85","    15944.40","    16032.50","       19497738","         1505.82"
"05-Sep-2019","    16109.20","    16142.65","    15972.20","    16030.95","       19716238","         1637.53"
"06-Sep-2019","    16139.90","    16218.80","    15991.05","    16034.55","       33895824","         2254.97"
"09-Sep-2019","    16023.95","    16030.45","    15883.60","    15919.40","       19870754","         1312.44"
"11-Sep-2019","    15901.15","    15955.20","    15669.30","    15701.80","       29755328","         2051.27"
"12-Sep-2019","    15674.30","    15725.75","    15525.15","    15583.25","       20094724","         1493.01"
"13-Sep-2019","    15608.10","    15739.70","    15586.70","    15722.90","       16676082","         1305.63"
"16-Sep-2019","    15774.45","    15854.15","    15602.60","    15743.15","       18942349","         1593.00"
"17-Sep-2019","    15769.85","    15769.85","    15563.60","    15625.65","       19404909","         1681.46"
"18-Sep-2019","    15649.05","    15731.05","    15584.10","    15702.30","       13894347","         1152.12"
"19-Sep-2019","    15667.00","    15675.15","    15469.10","    15522.45","       16325657","         1388.26"
"20-Sep-2019","    15541.55","    15742.55","    15434.15","    15491.05","       47154254","         4212.65"
"23-Sep-2019","    15611.80","    15611.80","    14735.55","    15040.65","       38192804","         3354.08"
"24-Sep-2019","    15055.05","    15380.35","    15055.05","    15338.65","       35122169","         3030.69"
"25-Sep-2019","    15351.85","    15471.00","    15268.90","    15379.90","       26252716","         2365.70"
"26-Sep-2019","    15374.50","    15456.85","    15208.40","    15312.90","       36572789","         3166.66"
"27-Sep-2019","    15297.70","    15412.90","    15214.20","    15236.40","       19972976","         1643.58"
"30-Sep-2019","    15277.15","    15568.45","    15259.80","    15540.15","       24639706","         2147.44"
"01-Oct-2019","    15559.65","    15561.50","    15240.95","    15300.25","       20838455","         1838.91"
"03-Oct-2019","    15318.80","    15417.25","    15228.90","    15277.95","       19672683","         1588.38"
"04-Oct-2019","    15328.40","    15418.80","    15285.15","    15340.30","       22045346","         1820.69"
"07-Oct-2019","    15368.15","    15472.35","    15226.70","    15246.75","       16359132","         1379.13"
"09-Oct-2019","    15305.10","    15317.15","    15051.35","    15128.75","       21599827","         1746.17"
"10-Oct-2019","    15124.85","    15235.60","    15034.60","    15093.80","       24092311","         2058.72"
"11-Oct-2019","    14871.45","    15388.95","    14865.10","    15321.90","       46781069","         5023.03"
"14-Oct-2019","    15202.20","    15338.60","    15147.70","    15277.75","       28977053","         2497.51"
"15-Oct-2019","    15254.40","    15281.45","    15191.05","    15208.40","       34587081","         2440.66"
"16-Oct-2019","    15223.50","    15373.35","    15213.20","    15344.90","       40139861","         2599.69"
"17-Oct-2019","    15257.95","    15313.90","    15160.20","    15281.90","       29872973","         2430.53"
"18-Oct-2019","    15271.95","    15434.55","    15241.00","    15410.10","       25035472","         2143.07"
"22-Oct-2019","    15033.30","    15085.45","    14659.45","    14688.65","      112307829","         8066.01"
"23-Oct-2019","    14640.85","    14911.20","    14566.55","    14833.35","       77030948","         5416.54"
"24-Oct-2019","    14956.65","    14970.35","    14756.55","    14781.50","       51576928","         3963.43"
"25-Oct-2019","    14883.40","    14943.75","    14720.85","    14898.85","-","-"
"27-Oct-2019","    15012.45","    15058.45","    14916.05","    14956.40","        4721747","          342.32"
"29-Oct-2019","    14980.15","    15199.90","    14970.50","    15181.40","       35883005","         3084.37"
"30-Oct-2019","    15343.70","    15419.65","    15212.75","    15395.65","       41161977","         3475.42"
"31-Oct-2019","    15436.30","    15657.75","    15417.00","    15559.40","       48285119","         4109.46"
"01-Nov-2019","    15575.35","    15636.30","    15411.80","    15471.20","       29764342","         2592.64"
"04-Nov-2019","    15474.00","    15803.35","    15428.50","    15591.30","       46736702","         3674.77"
"05-Nov-2019","    15613.10","    15613.10","    15422.80","    15533.45","       25846772","         2198.30"
"06-Nov-2019","    15554.05","    15647.05","    15440.40","    15561.30","       40153010","         3279.74"
"07-Nov-2019","    15635.50","    15639.70","    15532.15","    15624.40","       24251273","         1962.70"
"08-Nov-2019","    15646.40","    15658.15","    15355.70","    15383.30","       21722268","         1951.69"
"11-Nov-2019","    15343.25","    15354.05","    15228.80","    15308.55","       16836070","         1561.98"
"13-Nov-2019","    15307.90","    15374.05","    15192.30","    15240.95","       28471486","         2436.47"
"14-Nov-2019","    15292.90","    15410.30","    15217.30","    15388.75","       25379073","         2108.48"
"15-Nov-2019","    15425.05","    15471.15","    15287.10","    15310.60","       18374737","         1678.14"
"18-Nov-2019","    15326.80","    15373.85","    15251.00","    15295.25","       22066550","         1631.52"
"19-Nov-2019","    15318.65","    15371.80","    15256.85","    15304.85","       25599935","         2107.72"
"20-Nov-2019","    15349.05","    15349.05","    15235.00","    15318.50","       19887942","         1759.00"
"21-Nov-2019","    15353.70","    15435.40","    15279.40","    15293.95","       21612732","         1785.50"
"22-Nov-2019","    15216.55","    15220.05","    14931.35","    14995.90","       29495740","         2401.60"
"25-Nov-2019","    15002.20","    15112.90","    14950.95","    15100.60","       17414541","         1529.56"
"26-Nov-2019","    15174.65","    15212.65","    14867.45","    14922.15","       54958881","         4479.36"
"27-Nov-2019","    14957.50","    15049.00","    14946.55","    15022.15","       15023394","         1401.46"
"28-Nov-2019","    15069.15","    15136.20","    15042.65","    15121.75","       14650309","         1395.04"
"29-Nov-2019","    15132.95","    15147.25","    14964.25","    14998.05","       13785332","         1159.02"
"02-Dec-2019","    15056.85","    15070.65","    14819.40","    14852.00","       26527817","         2233.28"
"03-Dec-2019","    14870.90","    14956.45","    14808.40","    14920.75","       23102025","         2103.53"
"04-Dec-2019","    14918.50","    15188.55","    14896.60","    15175.15","       27219694","         2295.68"
"05-Dec-2019","    15164.15","    15385.45","    15101.80","    15367.50","       28794873","         2450.08"
"06-Dec-2019","    15383.45","    15390.05","    15269.25","    15289.60","       16934648","         1363.79"
"09-Dec-2019","    15309.70","    15322.55","    15136.25","    15157.15","       18193828","         1527.23"
"10-Dec-2019","    15120.05","    15123.35","    14903.25","    14946.50","       20105891","         1859.95"
"11-Dec-2019","    14972.00","    15147.35","    14963.65","    15130.30","       22965246","         2129.75"
"12-Dec-2019","    15151.10","    15184.15","    14890.60","    14972.65","       27121407","         2750.23"
"13-Dec-2019","    14987.90","    15221.45","    14965.15","    15200.55","       30121794","         2685.50"
"16-Dec-2019","    15263.75","    15446.25","    15223.10","    15348.70","       28614674","         2666.79"
"17-Dec-2019","    15417.55","    15670.35","    15387.20","    15637.15","       35675500","         3589.74"
"18-Dec-2019","    15680.50","    15835.80","    15649.15","    15710.65","       46723697","         4525.93"
"19-Dec-2019","    15741.20","    15835.50","    15654.70","    15812.95","       25099747","         2629.83"
"20-Dec-2019","    15811.95","    15890.95","    15781.25","    15844.55","       29982814","         2739.61"
"23-Dec-2019","    15811.40","    15936.00","    15809.05","    15865.50","       15891898","         1414.70"
"24-Dec-2019","    15877.40","    15880.15","    15739.45","    15778.20","       16014503","         1570.19"
"26-Dec-2019","    15784.45","    15806.85","    15690.95","    15706.45","       17848305","         1472.24"
"27-Dec-2019","    15740.40","    15824.15","    15657.50","    15780.70","       16652327","         1458.89"
"30-Dec-2019","    15801.50","    15868.95","    15715.10","    15775.00","       16249651","         1400.99"
"31-Dec-2019","    15754.05","    15775.25","    15634.50","    15652.40","       19595240","         1563.39"
