"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jul-2016","    11172.65","    11178.05","    11078.45","    11098.40","        6452096","          733.38"
"04-Jul-2016","    11142.25","    11242.30","    11142.25","    11184.85","        8314465","          853.81"
"05-Jul-2016","    11176.20","    11176.20","    11110.60","    11141.00","        6851493","          701.22"
"07-Jul-2016","    11136.30","    11138.45","    10929.40","    10942.00","       11522480","         1207.42"
"08-Jul-2016","    10947.95","    10982.95","    10896.90","    10946.70","        7468140","          837.26"
"11-Jul-2016","    10993.85","    11073.40","    10992.55","    11045.95","        9190711","          903.26"
"12-Jul-2016","    11064.40","    11072.30","    10997.30","    11056.80","        8392487","          831.28"
"13-Jul-2016","    11094.20","    11139.00","    11042.95","    11128.20","       10579802","         1022.99"
"14-Jul-2016","    11117.35","    11174.60","    11090.80","    11157.85","        8660653","         1001.87"
"15-Jul-2016","    11197.85","    11219.05","    10691.70","    10716.45","       45101876","         4977.35"
"18-Jul-2016","    10734.50","    10767.85","    10659.80","    10735.10","       15727643","         1528.32"
"19-Jul-2016","    10694.95","    10777.60","    10694.00","    10766.30","       17825899","         1526.40"
"20-Jul-2016","    10600.75","    10775.80","    10600.75","    10764.70","       21106183","         1699.84"
"21-Jul-2016","    10749.75","    10789.25","    10719.80","    10772.25","       10356504","         1071.94"
"22-Jul-2016","    10745.55","    10775.20","    10711.50","    10756.00","       10295518","          977.62"
"25-Jul-2016","    10734.10","    10880.40","    10731.20","    10870.90","       10178345","          993.53"
"26-Jul-2016","    10839.50","    10901.10","    10836.80","    10877.65","       12775441","         1151.16"
"27-Jul-2016","    10875.45","    10952.65","    10849.30","    10928.45","        9688082","          940.68"
"28-Jul-2016","    10923.10","    10952.70","    10881.30","    10935.65","       16448508","         1748.38"
"29-Jul-2016","    10916.90","    10952.75","    10871.95","    10913.30","       10417913","         1068.66"
"01-Aug-2016","    10917.70","    11149.55","    10913.50","    11139.05","       16985063","         1673.40"
"02-Aug-2016","    11129.45","    11231.95","    11112.45","    11179.00","       17569285","         1524.10"
"03-Aug-2016","    11307.05","    11307.05","    11143.10","    11181.40","       20039262","         1795.72"
"04-Aug-2016","    11226.45","    11229.05","    11128.65","    11148.45","        8136329","          748.90"
"05-Aug-2016","    11177.35","    11226.50","    11091.80","    11137.05","       10253491","          955.94"
"08-Aug-2016","    11136.10","    11205.00","    11122.15","    11197.20","       11939491","         1030.31"
"09-Aug-2016","    11207.70","    11214.95","    11128.95","    11198.00","       11050924","         1068.51"
"10-Aug-2016","    11184.25","    11202.20","    11152.10","    11175.90","       11234996","         1009.64"
"11-Aug-2016","    11173.30","    11254.20","    11170.60","    11222.20","        9725914","          956.81"
"12-Aug-2016","    11218.70","    11302.40","    11153.45","    11173.40","       12677589","         1173.20"
"16-Aug-2016","    11121.95","    11136.05","    10955.65","    10993.55","       20601765","         1914.92"
"17-Aug-2016","    10992.95","    10993.95","    10790.60","    10808.75","       18045681","         1341.98"
"18-Aug-2016","    10855.55","    10887.75","    10765.95","    10783.50","       12057371","         1087.66"
"19-Aug-2016","    10807.30","    10873.15","    10721.90","    10727.60","       12486590","         1065.17"
"22-Aug-2016","    10704.65","    10728.80","    10568.45","    10593.20","       11859697","         1135.12"
"23-Aug-2016","    10610.40","    10790.85","    10599.55","    10767.10","       10969968","          955.63"
"24-Aug-2016","    10792.95","    10845.70","    10753.25","    10786.35","        9244092","          790.47"
"25-Aug-2016","    10824.75","    10826.15","    10649.70","    10665.65","       18239899","         1313.20"
"26-Aug-2016","    10680.30","    10717.65","    10495.20","    10523.05","       13551428","         1039.67"
"29-Aug-2016","    10548.95","    10548.95","    10329.45","    10385.35","       13822195","         1014.79"
"30-Aug-2016","    10422.65","    10585.10","    10411.75","    10572.30","       12600693","          956.60"
"31-Aug-2016","    10593.75","    10654.20","    10496.30","    10546.10","       16159602","         1521.52"
"01-Sep-2016","    10570.10","    10583.30","    10499.60","    10533.25","        8952600","          719.48"
"02-Sep-2016","    10549.35","    10555.70","    10482.70","    10528.35","        8173693","          703.72"
"06-Sep-2016","    10524.05","    10558.35","    10505.60","    10545.30","       15984697","         1292.76"
"07-Sep-2016","    10605.85","    10643.50","    10468.75","    10499.90","       15598656","         1423.03"
"08-Sep-2016","    10349.75","    10349.75","    10159.70","    10240.50","       19920113","         1942.71"
"09-Sep-2016","    10253.75","    10356.05","    10217.10","    10291.90","       11730346","         1010.41"
"12-Sep-2016","    10194.65","    10413.30","    10182.25","    10374.95","       12401851","         1045.41"
"14-Sep-2016","    10400.30","    10440.15","    10291.35","    10302.85","       11040797","          927.96"
"15-Sep-2016","    10340.25","    10341.20","    10255.55","    10289.50","        9601439","          883.69"
"16-Sep-2016","    10347.50","    10439.10","    10285.80","    10399.25","       16541994","         1560.03"
"19-Sep-2016","    10386.20","    10531.60","    10353.65","    10463.40","       12370671","         1100.06"
"20-Sep-2016","    10469.20","    10469.20","    10387.25","    10426.70","        9119056","          727.22"
"21-Sep-2016","    10450.45","    10485.85","    10425.90","    10456.50","       10100721","          816.53"
"22-Sep-2016","    10508.20","    10511.65","    10376.05","    10397.15","        9854317","          886.70"
"23-Sep-2016","    10426.10","    10446.90","    10376.80","    10391.05","       12173246","          993.40"
"26-Sep-2016","    10382.00","    10390.15","    10314.60","    10330.00","       10774105","          921.78"
"27-Sep-2016","    10324.70","    10425.50","    10322.50","    10397.00","       12270567","         1021.44"
"28-Sep-2016","    10402.20","    10418.75","    10335.65","    10360.45","        9865164","          841.85"
"29-Sep-2016","    10410.65","    10412.60","    10228.05","    10257.80","       21656504","         1704.04"
"30-Sep-2016","    10300.35","    10336.80","    10279.85","    10292.30","       14445499","         1127.06"
"03-Oct-2016","    10331.15","    10340.30","    10239.95","    10309.85","        9457289","          770.94"
"04-Oct-2016","    10347.10","    10403.25","    10328.55","    10394.30","       11593100","          909.15"
"05-Oct-2016","    10405.65","    10418.70","    10287.40","    10333.35","        8507322","          574.69"
"06-Oct-2016","    10353.90","    10354.60","    10229.90","    10242.45","       10270123","          835.08"
"07-Oct-2016","    10253.05","    10254.05","    10146.00","    10184.25","        9585050","          802.23"
"10-Oct-2016","    10193.05","    10285.15","    10160.45","    10270.95","        7733808","          680.96"
"13-Oct-2016","    10218.50","    10296.80","    10196.95","    10243.75","       18099251","         1666.00"
"14-Oct-2016","    10239.20","    10442.00","    10116.70","    10228.65","       33012040","         3224.22"
"17-Oct-2016","    10268.65","    10270.25","    10140.55","    10158.75","       13343414","         1100.25"
"18-Oct-2016","    10202.55","    10397.15","    10191.65","    10377.15","       18378306","         1222.48"
"19-Oct-2016","    10397.30","    10433.75","    10338.15","    10411.10","       16981044","         1096.03"
"20-Oct-2016","    10431.50","    10464.20","    10357.50","    10372.95","       14202020","          844.89"
"21-Oct-2016","    10408.65","    10483.45","    10376.95","    10477.10","       17804005","         1207.49"
"24-Oct-2016","    10445.35","    10448.00","    10317.40","    10327.65","       14554645","          917.56"
"25-Oct-2016","    10322.70","    10331.85","    10254.05","    10261.40","       14983936","         1076.83"
"26-Oct-2016","    10253.40","    10254.55","    10128.60","    10157.35","       11263723","          802.43"
"27-Oct-2016","    10130.80","    10130.80","    10027.25","    10052.85","       18671691","         1503.07"
"28-Oct-2016","    10088.05","    10119.25","    10032.50","    10048.40","       24655817","         1592.90"
"30-Oct-2016","    10086.60","    10111.45","    10073.85","    10082.70","        1431970","           98.13"
"01-Nov-2016","    10109.20","    10109.20","     9969.80","     9990.60","       13418188","         1119.60"
"02-Nov-2016","     9903.80","     9933.55","     9861.15","     9871.25","       12161987","          965.93"
"03-Nov-2016","     9868.35","     9886.65","     9793.85","     9809.75","       10977148","          834.92"
"04-Nov-2016","     9813.45","     9940.10","     9736.75","     9924.05","       18414597","         1205.33"
"07-Nov-2016","     9997.10","    10034.15","     9920.95","     9970.00","       16797953","         1205.28"
"08-Nov-2016","     9996.20","    10045.50","     9891.00","    10008.40","       14174311","         1002.30"
"09-Nov-2016","     9467.65","     9826.35","     9320.95","     9683.25","       21456312","         1752.93"
"10-Nov-2016","     9803.20","     9813.15","     9636.15","     9654.75","       13296041","         1061.10"
"11-Nov-2016","     9615.85","     9633.30","     9391.55","     9434.60","       13296849","         1083.89"
"15-Nov-2016","     9478.50","     9565.85","     9295.25","     9487.00","       27234569","         2093.69"
"16-Nov-2016","     9559.15","     9724.70","     9543.20","     9641.00","       23586542","         1793.51"
"17-Nov-2016","     9608.95","     9678.75","     9476.10","     9496.20","       12929942","         1013.99"
"18-Nov-2016","     9497.80","     9560.90","     9419.60","     9476.45","       10571616","          851.64"
"21-Nov-2016","     9500.00","     9553.70","     9430.40","     9453.75","       12187155","          918.52"
"22-Nov-2016","     9492.35","     9566.70","     9471.20","     9509.45","       10320661","          729.60"
"23-Nov-2016","     9559.10","     9571.55","     9484.45","     9549.85","       11234249","          863.09"
"24-Nov-2016","     9561.40","     9726.50","     9518.90","     9656.25","       18981651","         1659.09"
"25-Nov-2016","     9709.15","    10140.65","     9696.65","    10114.90","       21789062","         2030.86"
"28-Nov-2016","    10126.70","    10171.80","    10001.50","    10106.20","       12490536","         1063.28"
"29-Nov-2016","    10099.65","    10149.80","    10043.20","    10059.60","        9368688","          770.16"
"30-Nov-2016","    10086.55","    10139.95","    10011.45","    10087.65","       14229629","         1285.79"
"01-Dec-2016","    10090.00","    10108.80","    10002.40","    10049.75","        9518941","          748.71"
"02-Dec-2016","    10018.15","    10061.20","     9898.90","     9922.75","        9513403","          842.57"
"05-Dec-2016","     9908.30","     9946.90","     9778.95","     9836.00","        8242545","          749.70"
"06-Dec-2016","     9850.90","     9946.75","     9808.35","     9834.95","        7018872","          646.80"
"07-Dec-2016","     9865.65","     9871.70","     9764.20","     9777.90","        8046891","          722.42"
"08-Dec-2016","     9819.90","     9947.40","     9819.65","     9935.90","        9564747","          945.64"
"09-Dec-2016","     9961.95","    10059.95","     9925.85","     9997.50","       12004522","         1031.46"
"12-Dec-2016","     9960.30","     9971.25","     9846.20","     9953.90","        8348374","          818.79"
"13-Dec-2016","     9983.70","    10082.15","     9929.85","    10058.65","       10363616","          887.47"
"14-Dec-2016","    10091.55","    10150.95","    10044.15","    10128.95","       11850616","          929.55"
"15-Dec-2016","    10099.05","    10299.80","    10091.60","    10195.75","       16986840","         1494.02"
"16-Dec-2016","    10265.65","    10268.70","    10188.25","    10222.95","       10931162","          927.61"
"19-Dec-2016","    10213.45","    10234.05","    10153.80","    10223.65","        7460302","          635.93"
"20-Dec-2016","    10239.85","    10352.65","    10224.45","    10322.85","       11510080","         1100.56"
"21-Dec-2016","    10357.30","    10357.30","    10207.25","    10228.25","        9569302","          878.26"
"22-Dec-2016","    10210.25","    10251.20","    10084.25","    10163.00","        9432930","          865.34"
"23-Dec-2016","    10162.40","    10187.25","    10048.85","    10071.05","        9770830","          837.99"
"26-Dec-2016","    10028.90","    10065.75","     9979.60","    10023.30","        5510950","          444.60"
"27-Dec-2016","     9997.00","    10188.65","     9994.95","    10170.70","        7812402","          646.58"
"28-Dec-2016","    10203.85","    10301.10","    10177.40","    10198.60","       10320156","          810.25"
"29-Dec-2016","    10194.15","    10314.35","    10183.40","    10291.85","       13889741","         1097.08"
"30-Dec-2016","    10325.35","    10416.60","    10304.65","    10399.25","        9966961","          862.40"
